sottocartella,profondita,file_diretti,file_ricorsivi,byte_ricorsivi,ultimo_mtime_utc,estensioni_principali_ricorsive
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/axes_grid1/__pycache__,10,9,9,143275,2026-07-27T22:36:02+00:00,.pyc:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/axes_grid1/tests,10,3,6,78039,2026-07-27T22:36:02+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/axes_grid1/tests/__pycache__,11,3,3,48352,2026-07-27T22:36:02+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/axisartist,9,10,36,346912,2026-07-27T22:36:02+00:00,.py:18; .pyc:18
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/axisartist/__pycache__,10,10,10,160360,2026-07-27T22:36:02+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/axisartist/tests,10,8,16,73678,2026-07-27T22:36:02+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/axisartist/tests/__pycache__,11,8,8,46134,2026-07-27T22:36:02+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/mplot3d,9,5,20,917195,2026-07-27T22:36:02+00:00,.py:10; .pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/mplot3d/__pycache__,10,5,5,317595,2026-07-27T22:36:02+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/mplot3d/tests,10,5,10,327435,2026-07-27T22:36:02+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/mpl_toolkits/mplot3d/tests/__pycache__,11,5,5,205067,2026-07-27T22:36:02+00:00,.pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy,8,19,1190,36614151,2026-07-27T22:35:55+00:00,.py:409; .pyc:409; .pyi:176; .f90:49; .csv:30; .h:29; .f:20; .so:19; .pxd:7; .c:5; .pyf:5; .npy:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/__pycache__,9,11,11,80800,2026-07-27T22:35:55+00:00,.pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/_core,9,8,15,3907,2026-07-27T22:35:53+00:00,.py:7; .pyc:7; .pyi:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/_core/__pycache__,10,7,7,2943,2026-07-27T22:35:53+00:00,.pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/_pyinstaller,9,4,8,9523,2026-07-27T22:35:53+00:00,.py:4; .pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/_pyinstaller/__pycache__,10,4,4,5836,2026-07-27T22:35:53+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/_typing,9,13,24,91104,2026-07-27T22:35:53+00:00,.py:11; .pyc:11; .pyi:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/_typing/__pycache__,10,11,11,35329,2026-07-27T22:35:53+00:00,.pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/_utils,9,4,8,53058,2026-07-27T22:35:53+00:00,.py:4; .pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/_utils/__pycache__,10,4,4,30490,2026-07-27T22:35:53+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/array_api,9,17,54,388278,2026-07-27T22:35:53+00:00,.py:27; .pyc:27
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/array_api/__pycache__,10,17,17,162835,2026-07-27T22:35:53+00:00,.pyc:17
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/array_api/tests,10,10,20,88801,2026-07-27T22:35:53+00:00,.py:10; .pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/array_api/tests/__pycache__,11,10,10,58105,2026-07-27T22:35:53+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/compat,9,3,10,14071,2026-07-27T22:35:53+00:00,.py:5; .pyc:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/compat/__pycache__,10,3,3,7228,2026-07-27T22:35:53+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/compat/tests,10,2,4,2227,2026-07-27T22:35:53+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/compat/tests/__pycache__,11,2,2,1648,2026-07-27T22:35:53+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core,9,53,276,20375496,2026-07-27T22:35:54+00:00,.py:95; .pyc:95; .h:28; .csv:20; .pyi:17; .so:7; .c:3; .txt:2; .ini:2; .pkl:2; .a:1; .cpp:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/__pycache__,10,29,29,979424,2026-07-27T22:35:54+00:00,.pyc:29
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/include,10,0,31,418555,2026-07-27T22:35:53+00:00,.h:28; .c:2; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/include/numpy,11,27,31,418555,2026-07-27T22:35:53+00:00,.h:28; .c:2; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/include/numpy/random,12,4,4,91505,2026-07-27T22:35:53+00:00,.h:3; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/lib,10,1,3,94467,2026-07-27T22:35:53+00:00,.ini:2; .a:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/lib/npy-pkg-config,11,2,2,507,2026-07-27T22:35:53+00:00,.ini:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/tests,10,64,160,6543743,2026-07-27T22:35:54+00:00,.py:66; .pyc:66; .csv:20; .pkl:2; .cpp:1; .fits:1; .txt:1; .pyx:1; .build:1; .c:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/tests/__pycache__,11,64,64,3352072,2026-07-27T22:35:54+00:00,.pyc:64
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/tests/data,11,25,25,1149472,2026-07-27T22:35:53+00:00,.csv:20; .pkl:2; .cpp:1; .fits:1; .txt:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/tests/examples,11,0,7,4775,2026-07-27T22:35:53+00:00,.pyc:2; .py:2; .pyx:1; .build:1; .c:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/tests/examples/cython,12,3,4,3164,2026-07-27T22:35:53+00:00,.pyc:1; .pyx:1; .build:1; .py:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/tests/examples/cython/__pycache__,13,1,1,918,2026-07-27T22:35:53+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/tests/examples/limited_api,12,2,3,1611,2026-07-27T22:35:53+00:00,.pyc:1; .c:1; .py:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/core/tests/examples/limited_api/__pycache__,13,1,1,832,2026-07-27T22:35:53+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/doc,9,3,6,30938,2026-07-27T22:35:54+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/doc/__pycache__,10,3,3,15918,2026-07-27T22:35:54+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py,9,21,195,1571266,2026-07-27T22:35:54+00:00,.py:56; .pyc:56; .f90:49; .f:20; .pyf:5; .c:2; [senza_estensione]:2; .pyi:1; .template:1; .cfg:1; .h:1; .mod:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/__pycache__,10,19,19,519334,2026-07-27T22:35:54+00:00,.pyc:19
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/_backends,10,5,9,29309,2026-07-27T22:35:54+00:00,.py:4; .pyc:4; .template:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/_backends/__pycache__,11,4,4,16945,2026-07-27T22:35:54+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/src,10,2,2,51852,2026-07-27T22:35:53+00:00,.c:1; .h:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests,10,33,144,491450,2026-07-27T22:35:54+00:00,.f90:49; .py:33; .pyc:33; .f:20; .pyf:5; [senza_estensione]:2; .c:1; .mod:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__,11,33,33,285318,2026-07-27T22:35:54+00:00,.pyc:33
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src,11,0,78,42642,2026-07-27T22:35:53+00:00,.f90:49; .f:20; .pyf:5; [senza_estensione]:2; .c:1; .mod:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/abstract_interface,12,2,2,763,2026-07-27T22:35:53+00:00,.f90:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/array_from_pyobj,12,1,1,7299,2026-07-27T22:35:53+00:00,.c:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/assumed_shape,12,5,5,1387,2026-07-27T22:35:53+00:00,.f90:4; [senza_estensione]:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/block_docstring,12,1,1,97,2026-07-27T22:35:53+00:00,.f:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/callback,12,5,5,2534,2026-07-27T22:35:53+00:00,.f:2; .f90:2; .pyf:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/cli,12,3,3,264,2026-07-27T22:35:53+00:00,.pyf:1; .f:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/common,12,2,2,417,2026-07-27T22:35:53+00:00,.f:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/crackfortran,12,19,19,5384,2026-07-27T22:35:53+00:00,.f90:12; .f:6; .pyf:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/f2cmap,12,2,2,380,2026-07-27T22:35:53+00:00,[senza_estensione]:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/isocintrin,12,1,1,998,2026-07-27T22:35:53+00:00,.f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/kind,12,1,1,347,2026-07-27T22:35:53+00:00,.f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/mixed,12,3,3,403,2026-07-27T22:35:53+00:00,.f90:2; .f:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/module_data,12,2,2,636,2026-07-27T22:35:53+00:00,.mod:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/negative_bounds,12,1,1,157,2026-07-27T22:35:53+00:00,.f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/parameter,12,5,5,4239,2026-07-27T22:35:53+00:00,.f90:5
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/quoted_character,12,1,1,482,2026-07-27T22:35:53+00:00,.f:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/regression,12,1,3,636,2026-07-27T22:35:53+00:00,.f90:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/regression/gh25337,13,2,2,359,2026-07-27T22:35:53+00:00,.f90:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/return_character,12,2,2,2228,2026-07-27T22:35:53+00:00,.f:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/return_complex,12,2,2,2211,2026-07-27T22:35:53+00:00,.f:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/return_integer,12,2,2,2709,2026-07-27T22:35:53+00:00,.f:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/return_logical,12,2,2,2719,2026-07-27T22:35:53+00:00,.f:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/return_real,12,2,2,2127,2026-07-27T22:35:53+00:00,.f:1; .f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/size,12,1,1,815,2026-07-27T22:35:53+00:00,.f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/string,12,9,9,3220,2026-07-27T22:35:53+00:00,.f90:5; .f:2; .pyf:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/f2py/tests/src/value_attrspec,12,1,1,190,2026-07-27T22:35:53+00:00,.f90:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/fft,9,7,16,295257,2026-07-27T22:35:54+00:00,.py:6; .pyc:6; .pyi:3; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/fft/__pycache__,10,3,3,71525,2026-07-27T22:35:54+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/fft/tests,10,3,6,55401,2026-07-27T22:35:54+00:00,.py:3; .pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/fft/tests/__pycache__,11,3,3,36358,2026-07-27T22:35:54+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/lib,9,45,128,3873957,2026-07-27T22:35:54+00:00,.py:51; .pyc:51; .pyi:20; .npy:4; .npz:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/lib/__pycache__,10,25,25,954208,2026-07-27T22:35:54+00:00,.pyc:25
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/lib/tests,10,26,58,1956908,2026-07-27T22:35:54+00:00,.py:26; .pyc:26; .npy:4; .npz:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/lib/tests/__pycache__,11,26,26,1209670,2026-07-27T22:35:54+00:00,.pyc:26
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/lib/tests/data,11,6,6,1606,2026-07-27T22:35:53+00:00,.npy:4; .npz:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/linalg,9,6,16,676923,2026-07-27T22:35:54+00:00,.py:6; .pyc:6; .pyi:2; .so:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/linalg/__pycache__,10,2,2,102599,2026-07-27T22:35:54+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/linalg/tests,10,4,8,226821,2026-07-27T22:35:54+00:00,.py:4; .pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/linalg/tests/__pycache__,11,4,4,142662,2026-07-27T22:35:54+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/ma,9,14,37,1856731,2026-07-27T22:35:54+00:00,.py:15; .pyc:15; .pyi:4; .txt:1; [senza_estensione]:1; .rst:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/ma/__pycache__,10,7,7,451739,2026-07-27T22:35:54+00:00,.pyc:7
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/ma/tests,10,8,16,967631,2026-07-27T22:35:54+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/ma/tests/__pycache__,11,8,8,602273,2026-07-27T22:35:54+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/matrixlib,9,5,24,190660,2026-07-27T22:35:54+00:00,.py:11; .pyc:11; .pyi:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/matrixlib/__pycache__,10,3,3,37256,2026-07-27T22:35:54+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/matrixlib/tests,10,8,16,121377,2026-07-27T22:35:54+00:00,.py:8; .pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/matrixlib/tests/__pycache__,11,8,8,81607,2026-07-27T22:35:54+00:00,.pyc:8
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/polynomial,9,19,51,1310417,2026-07-27T22:35:55+00:00,.py:21; .pyc:21; .pyi:9
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/polynomial/__pycache__,10,10,10,452476,2026-07-27T22:35:55+00:00,.pyc:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/polynomial/tests,10,11,22,458191,2026-07-27T22:35:55+00:00,.py:11; .pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/polynomial/tests/__pycache__,11,11,11,295662,2026-07-27T22:35:55+00:00,.pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random,9,25,73,4272340,2026-07-27T22:35:55+00:00,.py:18; .pyc:18; .csv:10; .so:9; .pyi:8; .pxd:5; .pyx:2; .md:1; .build:1; .a:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/__pycache__,10,2,2,10054,2026-07-27T22:35:55+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/_examples,10,0,11,24903,2026-07-27T22:35:55+00:00,.pyc:4; .py:4; .pyx:2; .build:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/_examples/cffi,11,2,4,6658,2026-07-27T22:35:55+00:00,.pyc:2; .py:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/_examples/cffi/__pycache__,12,2,2,4007,2026-07-27T22:35:55+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/_examples/cython,11,3,3,7603,2026-07-27T22:35:53+00:00,.pyx:2; .build:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/_examples/numba,11,2,4,10642,2026-07-27T22:35:55+00:00,.pyc:2; .py:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/_examples/numba/__pycache__,12,2,2,6651,2026-07-27T22:35:55+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/lib,10,1,1,71926,2026-07-27T22:35:53+00:00,.a:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/tests,10,11,34,1121398,2026-07-27T22:35:55+00:00,.py:12; .pyc:12; .csv:10
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/tests/__pycache__,11,11,11,555141,2026-07-27T22:35:55+00:00,.pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/tests/data,11,11,12,222608,2026-07-27T22:35:55+00:00,.csv:10; .py:1; .pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/random/tests/data/__pycache__,12,1,1,220,2026-07-27T22:35:55+00:00,.pyc:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/testing,9,5,20,392454,2026-07-27T22:35:55+00:00,.py:9; .pyc:9; .pyi:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/testing/__pycache__,10,4,4,12877,2026-07-27T22:35:55+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/testing/_private,10,4,7,209808,2026-07-27T22:35:55+00:00,.py:3; .pyc:3; .pyi:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/testing/_private/__pycache__,11,3,3,106426,2026-07-27T22:35:55+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/testing/tests,10,2,4,158488,2026-07-27T22:35:55+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/testing/tests/__pycache__,11,2,2,102748,2026-07-27T22:35:55+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/tests,9,11,22,105146,2026-07-27T22:35:55+00:00,.py:11; .pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/tests/__pycache__,10,11,11,62481,2026-07-27T22:35:55+00:00,.pyc:11
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing,9,3,177,711355,2026-07-27T22:35:55+00:00,.pyi:100; .py:38; .pyc:38; .ini:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/__pycache__,10,3,3,13966,2026-07-27T22:35:55+00:00,.pyc:3
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/tests,10,4,171,685405,2026-07-27T22:35:55+00:00,.pyi:100; .py:35; .pyc:35; .ini:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/tests/__pycache__,11,4,4,20188,2026-07-27T22:35:55+00:00,.pyc:4
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/tests/data,11,1,163,652335,2026-07-27T22:35:55+00:00,.pyi:100; .pyc:31; .py:31; .ini:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/tests/data/fail,12,45,45,45316,2026-07-27T22:35:53+00:00,.pyi:45
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/tests/data/misc,12,1,1,884,2026-07-27T22:35:53+00:00,.pyi:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/tests/data/pass,12,31,62,306482,2026-07-27T22:35:55+00:00,.pyc:31; .py:31
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/tests/data/pass/__pycache__,13,31,31,198967,2026-07-27T22:35:55+00:00,.pyc:31
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy/typing/tests/data/reveal,12,54,54,299545,2026-07-27T22:35:53+00:00,.pyi:54
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy-1.26.4.dist-info,8,6,6,207594,2026-07-27T22:35:55+00:00,[senza_estensione]:4; .txt:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/numpy.libs,8,3,3,38057019,2026-07-27T22:35:53+00:00,.0:2; .so:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/packaging,8,19,41,754067,2026-07-27T22:35:53+00:00,.py:20; .pyc:20; .typed:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/packaging/__pycache__,9,18,18,334275,2026-07-27T22:35:53+00:00,.pyc:18
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/packaging/licenses,9,2,4,113755,2026-07-27T22:35:53+00:00,.py:2; .pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/packaging/licenses/__pycache__,10,2,2,55340,2026-07-27T22:35:53+00:00,.pyc:2
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/packaging-26.2.dist-info,8,4,7,18669,2026-07-27T22:35:53+00:00,[senza_estensione]:5; .apache:1; .bsd:1
NASTRAN/REALASED_MODEL/MAIN/.venv_x56/lib/python3.12/site-packages/packaging-26.2.dist-info/licenses,9,3,3,11715,2026-07-27T22:35:53+00:00,[senza_estensione]:1; .apache:1; .bsd:1
