$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$
$  FUSELAGE GRID IDS
$  Extracted from /home/FLUT/MAD/V08/BULK/MAD_L108_GRIDS_R10_003.dat on
$    10/17/12
$
$-----------------------------------------------------------------------
$-----------------------------------------------------------------------
$
$ UPDATE 8-28-2010
$ ----------------
$ Corrected Coordinate system for the following nodes
$ LHS:  60000,60005,60010,60015,60020,60025,60030,60035
$ RHS:  60500,60505,60510,60515,60520,60525,60530,60535
$
$ RELEASE 02 UPDATE 9-01-2010
$ ---------------------------
$ ADD NID 5000 --> Air Data Boom Mass Center
$ ADD NID's 5001, 5002 for Air Data Boom Attachments
$
$ RELEASE 02 UPDATE 9-01-2010
$ ---------------------------
$ ---Changes to match 046F0110 Drawing---
$ Removed nodes upon removal of selected elements to create access
$ openings.
$
$ RELEASE 04 UPDATE 11-3-2010
$ ---------------------------
$ Changes made to incorporate the moving of the control surface actuators
$ to the lower surface.
$
$ Updated coordinates of MLG
$-----------------------------------------------------------------------
$ 
$ FLUTTER UPDATES
$ ---------------
$ Commented out Stress Air Boom GRIDS
GRID    25013   0       128.809 -6.545  94.277  0
GRID    25014   0       128.809 -8.817  95.250  0
GRID    25017   0       132.809 -6.356  93.685  0
GRID    25018   0       132.809 -7.927  94.256  0
GRID    25019   0       132.809 -11.034 95.715  0
GRID    25020   0       136.809 -1.904  92.787  0
GRID    25021   0       136.809 -4.678  93.031  0
GRID    25022   0       136.809 -7.452  93.642  0
GRID    25023   0       136.809 -9.309  94.374  0
GRID    25024   0       136.809 -13.251 96.345  0
GRID    25025   0       116.809 0.949   94.784  0
GRID    25026   0       116.809 2.398   95.029  0
GRID    25027   0       116.809 4.911   96.039  0
GRID    25029   0       120.809 1.140   94.218  0
GRID    25030   0       120.809 3.780   94.674  0
GRID    25031   0       124.809 1.331   93.738  0
GRID    25032   0       124.809 2.747   93.870  0
GRID    25033   0       124.809 5.163   94.420  0
GRID    25034   0       124.809 6.600   94.982  0
GRID    25035   0       128.809 1.522   93.336  0
GRID    25036   0       128.809 3.391   93.501  0
GRID    25037   0       128.809 5.259   93.853  0
GRID    25038   0       128.809 6.545   94.277  0
GRID    25039   0       128.809 8.817   95.250  0
GRID    25040   0       132.809 1.713   93.013  0
GRID    25041   0       132.809 4.035   93.216  0
GRID    25042   0       132.809 6.356   93.685  0
GRID    25043   0       132.809 7.927   94.256  0
GRID    25044   0       132.809 11.034  95.715  0
GRID    25045   0       136.809 1.904   92.787  0
GRID    25046   0       136.809 4.678   93.031  0
GRID    25047   0       136.809 7.452   93.642  0
GRID    25048   0       136.809 9.309   94.374  0
GRID    25049   0       136.809 13.251  96.345  0
GRID    25050   0       124.809 -2.747  93.870  0
GRID    25051   0       128.809 -3.391  93.501  0
GRID    25052   0       128.809 -1.522  93.336  0
GRID    25053   0       132.809 -4.035  93.216  0
GRID    25054   0       132.809 -1.713  93.013  0
GRID    25055   0       124.809 -1.331  93.738  0
GRID    25056   0       120.809 -1.140  94.218  0
$
GRID    25100   0       140.808 19.021  98.755  0
GRID    25101   0       144.880 19.021  98.339  0
GRID    25102   0       148.953 19.021  98.089  0
GRID    25103   0       153.026 19.021  97.920  0
GRID    25104   0       157.099 19.021  97.839  0
GRID    25105   0       161.172 19.021  97.966  0
$
GRID    25106   0       140.809 14.609  96.656  0
GRID    25107   0       144.881 14.609  96.336  0
GRID    25108   0       148.954 14.609  96.110  0
GRID    25109   0       153.026 14.609  96.042  0
GRID    25110   0       157.098 14.609  96.200  0
GRID    25111   0       161.170 14.609  96.487  0
$
GRID    25112   0       140.808 13.636  96.128  0
GRID    25113   0       144.881 13.636  95.810  0
GRID    25114   0       148.953 13.636  95.609  0
GRID    25115   0       153.026 13.636  95.610  0
GRID    25116   0       157.099 13.636  95.818  0
GRID    25117   0       161.172 13.636  96.129  0
GRID    25118   0       140.808 11.000  94.782  0
GRID    25119   0       144.881 11.000  94.524  0
GRID    25120   0       148.953 11.000  94.479  0
GRID    25121   0       153.026 11.000  94.647  0
GRID    25122   0       157.099 11.000  94.941  0
GRID    25123   0       161.172 11.000  95.299  0
GRID    25124   0       140.808 8.000   93.548  0
GRID    25125   0       144.881 8.000   93.473  0
GRID    25126   0       148.953 8.000   93.607  0
GRID    25127   0       153.026 8.000   93.874  0
GRID    25128   0       157.099 8.000   94.213  0
GRID    25129   0       161.172 8.000   94.597  0
GRID    25130   0       140.808 5.000   92.941  0
GRID    25131   0       144.881 5.000   92.983  0
GRID    25132   0       148.953 5.000   93.174  0
GRID    25133   0       153.026 5.000   93.459  0
GRID    25134   0       157.099 5.000   93.802  0
GRID    25135   0       161.171 5.000   94.187  0
GRID    25136   0       140.808 2.000   92.699  0
GRID    25137   0       144.881 2.000   92.770  0
GRID    25138   0       148.954 2.000   92.972  0
GRID    25139   0       153.026 2.000   93.259  0
GRID    25140   0       157.099 2.000   93.600  0
GRID    25141   0       161.171 2.000   93.982  0
GRID    25142   0       140.808 0.000   92.657  0
GRID    25143   0       144.881 0.000   92.732  0
GRID    25144   0       148.954 0.000   92.936  0
GRID    25145   0       153.026 0.000   93.223  0
GRID    25146   0       157.099 0.000   93.562  0
GRID    25147   0       161.171 0.000   93.944  0
GRID    25148   0       140.808 -2.000  92.699  0
GRID    25149   0       144.881 -2.000  92.770  0
GRID    25150   0       148.954 -2.000  92.972  0
GRID    25151   0       153.026 -2.000  93.259  0
GRID    25152   0       157.099 -2.000  93.600  0
GRID    25153   0       161.171 -2.000  93.982  0
GRID    25154   0       140.809 -5.000  92.941  0
GRID    25155   0       144.881 -5.000  92.983  0
GRID    25156   0       148.954 -5.000  93.174  0
GRID    25157   0       153.026 -5.000  93.459  0
GRID    25158   0       157.099 -5.000  93.802  0
GRID    25159   0       161.171 -5.000  94.186  0
GRID    25160   0       140.809 -8.000  93.548  0
GRID    25161   0       144.881 -8.000  93.473  0
GRID    25162   0       148.954 -8.000  93.607  0
GRID    25163   0       153.026 -8.000  93.874  0
GRID    25164   0       157.098 -8.000  94.213  0
GRID    25165   0       161.171 -8.000  94.597  0
GRID    25166   0       140.809 -11.000 94.782  0
GRID    25167   0       144.881 -11.000 94.524  0
GRID    25168   0       148.954 -11.000 94.479  0
GRID    25169   0       153.026 -11.000 94.647  0
GRID    25170   0       157.098 -11.000 94.941  0
GRID    25171   0       161.171 -11.000 95.299  0
GRID    25172   0       140.809 -13.636 96.128  0
GRID    25173   0       144.881 -13.636 95.810  0
GRID    25174   0       148.954 -13.636 95.609  0
GRID    25175   0       153.026 -13.636 95.610  0
GRID    25176   0       157.098 -13.636 95.817  0
GRID    25177   0       161.171 -13.636 96.129  0
$
GRID    25178   0       140.809 -14.609 96.656  0
GRID    25179   0       144.881 -14.609 96.336  0
GRID    25180   0       148.954 -14.609 96.110  0
GRID    25181   0       153.026 -14.609 96.042  0
GRID    25182   0       157.098 -14.609 96.200  0
GRID    25183   0       161.170 -14.609 96.487  0
$
GRID    25184   0       140.809 -19.021 98.755  0
GRID    25185   0       144.881 -19.021 98.339  0
GRID    25186   0       148.954 -19.021 98.089  0
GRID    25187   0       153.026 -19.021 97.920  0
GRID    25188   0       157.098 -19.021 97.839  0
GRID    25189   0       161.170 -19.021 97.966  0
$
GRID    25200   0       165.171 19.021  98.211  0
GRID    25201   0       167.300 19.021  98.357  0
GRID    25202   0       169.429 19.021  98.511  0
GRID    25203   0       171.558 19.021  98.680  0
GRID    25204   0       173.687 19.021  98.874  0
$
GRID    25205   0       165.170 14.609  96.821  0
GRID    25206   0       167.745 14.609  97.057  0
GRID    25207   0       170.32  14.609  97.315  0
GRID    25208   0       172.895 14.609  97.609  0
GRID    25209   0       175.470 14.609  97.955  0
$
GRID    25210   0       165.170 13.636  96.481  0
GRID    25211   0       167.843 13.636  96.739  0
GRID    25212   0       170.517 13.636  97.026  0
GRID    25213   0       173.190 13.636  97.353  0
GRID    25214   0       175.863 13.636  97.739  0
$
GRID    25215   0       165.170 12.230  96.045  0
GRID    25216   0       167.985 12.230  96.339  0
GRID    25217   0       170.800 12.230  96.667  0
GRID    25218   0       173.616 12.230  97.044  0
GRID    25219   0       176.431 12.230  97.488  0
$
GRID    25220   0       165.170 8.017   95.021  0
GRID    25221   0       168.408 8.045   95.409  0
GRID    25222   0       171.640 8.073   95.850  0
GRID    25223   0       174.867 8.101   96.362  0
GRID    25224   0       178.088 8.128   96.965  0
GRID    25225   0       165.170 5.000   94.610  0
GRID    25226   0       168.715 5.000   95.038  0
GRID    25227   0       172.261 5.000   95.528  0
GRID    25228   0       175.807 5.000   96.101  0
GRID    25229   0       179.352 5.000   96.783  0
GRID    25230   0       165.170 1.985   94.406  0
GRID    25231   0       169.023 1.956   94.873  0
GRID    25232   0       172.882 1.927   95.413  0
GRID    25233   0       176.747 1.898   96.047  0
GRID    25234   0       180.617 1.869   96.799  0
GRID    25235   0       165.170 -1.985  94.406  0
GRID    25236   0       169.023 -1.956  94.873  0
GRID    25237   0       172.882 -1.927  95.413  0
GRID    25238   0       176.747 -1.898  96.047  0
GRID    25239   0       180.617 -1.869  96.799  0
GRID    25240   0       165.170 -5.000  94.610  0
GRID    25241   0       168.715 -5.000  95.038  0
GRID    25242   0       172.261 -5.000  95.528  0
GRID    25243   0       175.807 -5.000  96.101  0
GRID    25244   0       179.352 -5.000  96.783  0
GRID    25245   0       165.170 -8.017  95.021  0
GRID    25246   0       168.408 -8.045  95.409  0
GRID    25247   0       171.640 -8.073  95.850  0
GRID    25248   0       174.867 -8.101  96.362  0
GRID    25249   0       178.088 -8.128  96.965  0
$
GRID    25250   0       165.170 -12.230 96.045  0
GRID    25251   0       167.985 -12.230 96.339  0
GRID    25252   0       170.800 -12.230 96.667  0
GRID    25253   0       173.616 -12.230 97.044  0
GRID    25254   0       176.431 -12.230 97.488  0
$
GRID    25255   0       165.170 -13.636 96.481  0
GRID    25256   0       167.843 -13.636 96.739  0
GRID    25257   0       170.517 -13.636 97.026  0
GRID    25258   0       173.190 -13.636 97.353  0
GRID    25259   0       175.863 -13.636 97.739  0
$
GRID    25260   0       165.170 -14.609 96.821  0
GRID    25261   0       167.745 -14.609 97.057  0
GRID    25262   0       170.32  -14.609 97.315  0
GRID    25263   0       172.895 -14.609 97.609  0
GRID    25264   0       175.470 -14.609 97.955  0
$
GRID    25265   0       165.171 -19.021 98.211  0
GRID    25266   0       167.300 -19.021 98.357  0
GRID    25267   0       169.429 -19.021 98.511  0
GRID    25268   0       171.558 -19.021 98.680  0
GRID    25269   0       173.687 -19.021 98.874  0
$
GRID    25300   0       178.693 -19.021 99.514  0
GRID    25301   0       181.673 -19.021 100.089 0
$
GRID    25302   0       180.066 -15.609 98.969  0
GRID    25303   0       183.043 -15.609 99.667  0
GRID    25304   0       180.468 -14.609 99.111  0
GRID    25305   0       183.447 -14.609 99.582  0
$
GRID    25306   0       180.868 -13.636 98.690  0
GRID    25307   0       183.846 -13.636 99.456  0
GRID    25308   0       181.967 -10.913 98.370  0
GRID    25309   0       184.951 -10.900 99.211  0
GRID    25310   0       182.336 -10.000 98.284  0
GRID    25311   0       185.314 -10.000 99.145  0
GRID    25312   0       183.074 -8.171  98.145  0
GRID    25313   0       186.042 -8.197  99.036  0
GRID    25314   0       184.355 -5.000  98.007  0
GRID    25315   0       187.332 -5.000  98.921  0
GRID    25316   0       185.635 -1.832  98.000  0
GRID    25317   0       188.620 -1.809  98.895  0
GRID    25318   0       186.374 0.000   98.126  0
GRID    25319   0       189.350 0.000   98.985  0
GRID    25320   0       185.635 1.832   98.000  0
GRID    25321   0       188.620 1.809   98.895  0
GRID    25322   0       184.355 5.000   98.007  0
GRID    25323   0       187.332 5.000   98.921  0
GRID    25324   0       183.074 8.171   98.145  0
GRID    25325   0       186.042 8.197   99.036  0
GRID    25326   0       182.336 10.000  98.284  0
GRID    25327   0       185.314 10.000  99.145  0
GRID    25328   0       181.967 10.913  98.370  0
GRID    25329   0       184.951 10.900  99.211  0
GRID    25330   0       180.868 13.636  98.690  0
GRID    25331   0       183.846 13.636  99.456  0
$
GRID    25332   0       180.468 14.609  99.111  0
GRID    25333   0       183.447 14.609  99.582  0
GRID    25334   0       180.066 15.609  98.969  0
GRID    25335   0       183.043 15.609  99.667  0
$
GRID    25336   0       178.693 19.021  99.514  0
GRID    25337   0       181.673 19.021  100.089 0
GRID    25350   0       178.676 19.021  100.901 0
GRID    25360   0       178.676 -19.021 100.901 0
$
GRID    25400   0       105.000 -2.821  99.815  0
GRID    25401   0       103.825 -2.153  99.791  0
GRID    25402   0       102.460 -1.163  99.765  0
GRID    25403   0       101.930 0.000   99.843  0
GRID    25404   0       102.460 1.163   99.765  0
GRID    25405   0       103.825 2.153   99.791  0
GRID    25406   0       105.000 2.821   99.815  0
GRID    25407   0       105.000 -2.397  98.920  0
GRID    25408   0       103.986 -1.859  98.944  0
GRID    25409   0       102.826 -0.996  98.893  0
GRID    25410   0       102.373 0.000   98.913  0
GRID    25411   0       102.826 0.996   98.893  0
GRID    25412   0       103.986 1.859   98.944  0
GRID    25413   0       105.000 2.397   98.920  0
GRID    25414   0       105.000 -1.753  98.166  0
GRID    25415   0       104.250 -1.375  98.218  0
GRID    25416   0       103.440 -0.714  98.206  0
GRID    25417   0       103.129 0.000   98.213  0
GRID    25418   0       103.440 0.714   98.206  0
GRID    25419   0       104.250 1.375   98.218  0
GRID    25420   0       105.000 1.753   98.166  0
GRID    25421   0       105.000 -0.953  97.581  0
GRID    25422   0       104.592 -0.748  97.651  0
GRID    25423   0       104.186 -0.373  97.698  0
GRID    25424   0       104.039 0.000   97.720  0
GRID    25425   0       104.186 0.373   97.698  0
GRID    25426   0       104.592 0.748   97.651  0
GRID    25427   0       105.000 0.953   97.581  0
GRID    25429   0       107.000 -3.897  99.678  0
GRID    25430   0       107.000 -3.232  98.589  0
GRID    25431   0       107.000 -2.308  97.703  0
GRID    25432   0       107.000 -1.237  97.004  0
GRID    25434   0       107.000 1.237   97.004  0
GRID    25435   0       107.000 2.308   97.703  0
GRID    25436   0       107.000 3.232   98.589  0
GRID    25437   0       107.000 3.897   99.678  0
GRID    25438   0       109.905 -5.611  99.941  0
GRID    25439   0       109.905 -5.046  98.891  0
GRID    25440   0       109.905 -4.234  98.014  0
GRID    25441   0       109.905 -3.296  97.271  0
GRID    25442   0       109.905 -2.281  96.635  0
GRID    25443   0       109.905 -1.181  96.169  0
GRID    25445   0       109.905 1.181   96.169  0
GRID    25446   0       109.905 2.281   96.635  0
GRID    25447   0       109.905 3.296   97.271  0
GRID    25448   0       109.905 4.234   98.014  0
GRID    25449   0       109.905 5.046   98.891  0
GRID    25450   0       109.905 5.611   99.941  0
GRID    25451   0       112.809 -7.200  99.862  0
GRID    25452   0       112.809 -6.401  98.635  0
GRID    25453   0       112.809 -5.330  97.631  0
GRID    25454   0       112.809 -4.125  96.792  0
GRID    25455   0       112.809 -2.836  96.085  0
GRID    25456   0       112.809 -1.456  95.585  0
GRID    25458   0       112.809 1.456   95.585  0
GRID    25459   0       112.809 2.836   96.085  0
GRID    25460   0       112.809 4.125   96.792  0
GRID    25461   0       112.809 5.330   97.631  0
GRID    25462   0       112.809 6.401   98.635  0
GRID    25463   0       112.809 7.200   99.862  0
GRID    25464   0       114.809 -8.301  99.852  0
GRID    25465   0       114.809 -7.379  98.541  0
GRID    25466   0       114.809 -6.179  97.472  0
GRID    25467   0       114.809 -4.840  96.580  0
GRID    25468   0       114.809 4.840   96.580  0
GRID    25469   0       114.809 6.179   97.472  0
GRID    25470   0       114.809 7.379   98.541  0
GRID    25471   0       114.809 8.301   99.852  0
GRID    25472   0       116.809 -8.875  99.049  0
GRID    25473   0       116.809 -6.892  97.233  0
GRID    25474   0       116.809 6.892   97.233  0
GRID    25475   0       116.809 8.875   99.049  0
GRID    25476   0       120.809 -11.149 99.267  0
GRID    25477   0       120.809 -9.167  97.438  0
GRID    25478   0       120.809 9.167   97.438  0
GRID    25479   0       120.809 11.149  99.267  0
GRID    25480   0       124.809 -13.409 99.508  0
GRID    25481   0       124.809 -11.421 97.731  0
GRID    25482   0       124.809 11.421  97.731  0
GRID    25483   0       124.809 13.409  99.508  0
GRID    25484   0       128.809 -15.663 99.772  0
GRID    25485   0       128.809 -13.669 98.115  0
GRID    25486   0       128.809 13.669  98.115  0
GRID    25487   0       128.809 15.663  99.772  0
GRID    25488   0       132.809 -19.021 101.180 0
GRID    25489   0       132.809 -16.579 99.010  0
GRID    25490   0       132.809 16.579  99.010  0
GRID    25491   0       132.809 19.021  101.180 0
GRID    25492   0       136.809 -19.021 99.486  0
GRID    25493   0       136.809 19.021  99.486  0
$
$
$ Transferred MLG GRID cards to master MLG file MAD_L108_MLG_UPDATE.DAT
$
$ NLG
GRID    61200   0       133.010 0.00    81.003  0
GRID    61201   0       133.010 0.00    86.606  0
GRID    61204   0       134.382 0.00    93.060  50
GRID    61205   0       135.144 0.00    96.643  0
GRID    61206   0       135.906 0.00    100.227 0
GRID    61207   0       136.667 0.00    103.810 50
$
$
$
$-----------------------------------------------------------------------
$       $ Extra points for loads
$ GRID 62000 --> GRID 900001
$ GRID 61202 --> GRID 900002
$ GRID 61003 --> GRID 900003
$ GRID 5000  --> GRID 900004
$ GRID 61203 --> GRID 900005
$ GRID 61005 --> GRID 900006
$ GRID 62001 --> GRID 950001
$ GRID 61015 --> GRID 950003
$ GRID 61013 --> GRID 950006
$
$-----------------------------------------------------------------------
$
$
$ Engines
GRID    900001  0       177.96  -9.350  108.16  0
GRID    950001  0       177.96  9.350   108.16  0
$ NLG
GRID    900002  0       133.076 0.00    86.916  0
GRID    900005  0       133.729 0.00    89.988  0
$ Deleted MLG nodes
$GRID    900003  0       171.721 -23.705 87.5215 0
$GRID    900006  0       171.721 -17     93.214  0
$GRID    950003  0       171.721 23.705  87.522  0
$GRID    950006  0       171.721 17      93.214  0
$ Previously commented out
$GRID    900004  0       83.100  0.00    101.000 0
